order_id,restaurant_name,online_order,book_table,rate,votes,restaurant_location,rest_type,dish_like,cuisines,approx_cost,type_of_service,city
820,Golden Restaurant,Yes,No,2.8/5,511,Whitefield,Quick Bites,"Paratha, Paneer Thali, Tandoori Roti, Chole Bhature","North Indian, Chinese",350,Dine-out,Brookefield
821,Doof,Yes,No,2.6/5,329,Marathahalli,Casual Dining,"Hyderabadi Biryani, Roti, Chicken Dum Biryani, Pepper Chicken, Chicken Masala, Gongura Chicken, Veg Platter","Hyderabadi, North Indian, Chinese, Biryani",700,Dine-out,Brookefield
822,Fritz Haber,Yes,No,3.3/5,68,Marathahalli,"Beverage Shop, Quick Bites","Sandwiches, Lassi, Berry Delight, Faluda, Oreo Shake","Beverages, Sandwich",250,Dine-out,Brookefield
823,The Pancake Story,Yes,No,2.6/5,158,Marathahalli,Quick Bites,Paratha,North Indian,300,Dine-out,Brookefield
824,Stoned Monkey,Yes,No,3.1/5,152,Marathahalli,Casual Dining,"Thali, Fish Fry, Alur Dom, Aalo Bhaja","Bengali, Chinese, North Indian",600,Dine-out,Brookefield
825,Bubble Bee,Yes,No,2.4/5,125,Whitefield,Casual Dining,"Chicken Grill, Biryani","North Indian, Chinese, Arabian, Biryani, Fast Food",500,Dine-out,Brookefield
826,NH-1,Yes,No,4.5/5,1181,BTM,Delivery,"Healthy Breakfast, Salads, Date Pudding, Chicken Curry, Hakka Noodles, Fruit Bowl, Dal Makhani","Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500,Delivery,BTM
827,Zangos Grill,Yes,No,4.1/5,301,Jayanagar,Quick Bites,"Coffee, Masala Dosa, Tea, Badam Milk, Vada, Idli, Raagi Dosa","South Indian, Coffee",200,Delivery,BTM
828,What'sinaPita,Yes,No,4.0/5,334,JP Nagar,Quick Bites,"Neer Dosa, Coffee, Pav Bhaji, Khali Dosa, Panipuri, Masala Dosa, Tea","South Indian, North Indian, Chinese",300,Delivery,BTM
829,Cafe Coffee Day The Lounge,Yes,No,3.6/5,519,JP Nagar,Casual Dining,"Coffee, Mushroom Masala, Masala Dosa, Palak Paneer","South Indian, North Indian, Chinese",400,Delivery,BTM
830,Kitchens@HSR,Yes,No,3.8/5,99,BTM,Casual Dining,Masala Dosa,"South Indian, North Indian, Chinese",350,Delivery,BTM
831,Uptown Sliders & Shakes,Yes,No,4.0/5,113,BTM,Quick Bites,"Masala Dosa, Panneer Butter Masala","Chinese, North Indian, South Indian",400,Delivery,BTM
832,Snow'ora,Yes,No,4.0/5,64,HSR,Casual Dining,Tea,"South Indian, North Indian, Chinese, Beverages",300,Delivery,BTM
833,Davanagere Benne Dose,Yes,No,3.8/5,139,Koramangala 5th Block,Quick Bites,Masala Dosa,"South Indian, North Indian, Chinese, Beverages",200,Delivery,BTM
834,Udupi Bhavan,Yes,No,4.0/5,166,Jayanagar,Quick Bites,"Vada, Coffee, Masala Dosa, Gulab Jamun, Roti, Idli, Tomato Soup","South Indian, North Indian, Chinese",400,Delivery,BTM
835,The Hidden Cafe,Yes,No,3.8/5,59,HSR,Quick Bites,"Idli, Coffee, Vada",South Indian,200,Delivery,BTM
836,Copper Chimney,Yes,No,4.0/5,84,BTM,Quick Bites,"Aloo Paratha, Samosa, Kachori, Poha, Chaat","Fast Food, North Indian",400,Delivery,BTM
837,Sidewalk Cafe & Bar - The Paul Bangalore,Yes,No,3.9/5,50,Jayanagar,Quick Bites,"Masala Dosa, Coffee, Pongal, Tea, Bonda","South Indian, North Indian",200,Delivery,BTM
838,20 Char - Sterlings MAC Hotel,Yes,No,3.6/5,144,HSR,Quick Bites,"Masala Dosa, Vada, Tea, Coffee, Idli",South Indian,150,Delivery,BTM
839,Onesta,Yes,No,3.7/5,197,HSR,Quick Bites,"Sabudana Vada, Masala Dosa, Filter Coffee, Pesarattu Upma, Podi Idli, Mirchi Bajji, Pongal","South Indian, Fast Food",400,Delivery,BTM
840,Chai Days,Yes,No,3.7/5,85,Bannerghatta Road,Delivery,"Chicken Burger, English Breakfast, Corn Sandwich, French Fries, Bacon Fry, Beef Burger, Omelette","American, Sandwich",600,Delivery,BTM
841,Dhyaana,Yes,No,3.8/5,190,HSR,Quick Bites,"Vada, Idli, Masala Dosa, Filter Coffee, Tea, Sandwiches","South Indian, Fast Food, Chinese, North Indian, Street Food",250,Delivery,BTM
842,Tea Brew,Yes,No,4.3/5,287,Koramangala 4th Block,Delivery,"Aloo Paratha, Litti, Dal Makhani, Sattu Paratha, Liti Chokha, Cheese Paneer Paratha, Kheer",North Indian,400,Delivery,BTM
843,Django,Yes,No,3.9/5,152,Koramangala 7th Block,Delivery,"Pasta, Salads, Chole, Butter Chicken, Brownie, Butter Cookies, Sandwiches","North Indian, Continental",500,Delivery,BTM
844,Yomama!!,Yes,No,4.1/5,778,Koramangala 1st Block,Cafe,"English Breakfast, Waffles, Chocolate Cake, Frittata, Chicken Lasagne, Ginger Tea, Burgers","Cafe, Continental",700,Delivery,BTM
845,Grubhouse,Yes,No,3.8/5,473,Koramangala 5th Block,Casual Dining,"Pav Bhaji, Panneer Butter Masala, Deluxe Thali, Tea, Panipuri, Chaat, Masala Dosa","South Indian, North Indian, Chinese, Street Food",500,Delivery,BTM
846,Eddy's Cafe,Yes,No,3.9/5,296,Koramangala 4th Block,"Takeaway, Delivery","Chole, Kheer, Biryani, Litti, Liti Chokha, Churma, Raita",North Indian,400,Delivery,BTM
847,A 1 Pizza and Food,Yes,No,2.9/5,42,BTM,Quick Bites,"Masala Dosa, Vada, Filter Coffee","North Indian, South Indian, Chinese, Fast Food",250,Delivery,BTM
848,Breadworks,Yes,No,4.0/5,63,Koramangala 5th Block,Quick Bites,"Ginger Tea, Filter Coffee, Sandwich, Poha, Waffles, Vada","Beverages, Sandwich",150,Delivery,BTM
849,Salt Mango Tree,Yes,No,4.0/5,61,Koramangala 4th Block,"Cafe, Casual Dining","Spaghetti, Hot Chocolate, Coffee, Tea","Cafe, Italian, Continental",700,Delivery,BTM
850,China Bistro & Lounge,Yes,No,4.2/5,969,Koramangala 5th Block,Quick Bites,"Filter Coffee, Lunch Thali, Idli, Mini Idlis, Ghee Masala Dosa, Rasam Vada, Pongal",South Indian,200,Delivery,BTM
851,Jonah's,Yes,No,4.4/5,290,Bannerghatta Road,"Beverage Shop, Quick Bites","Chicken Tikka Sandwich, Hot Chocolate Brownie, Red Velvet Shake, Chicken Sandwiches, French Fries, Cheese Sandwich, Irish Cream Coffee","Beverages, Fast Food",400,Delivery,BTM
852,The Ants Cafe & Store,Yes,No,4.0/5,204,BTM,"Cafe, Bakery","Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut","Cafe, Bakery",500,Delivery,BTM
853,Gokul Kuteera,Yes,No,4.1/5,598,Bannerghatta Road,Quick Bites,"Paratha, Chicken Kebab, Biryani, Lassi, Butter Chicken, Veg Kolhapuri, Pahari Chicken",North Indian,400,Delivery,BTM
854,Singh Saab,Yes,No,3.9/5,126,Jayanagar,Quick Bites,Coffee,"South Indian, North Indian, Chinese",400,Delivery,BTM
855,Little Orissa Restaurant,Yes,No,4.3/5,278,HSR,Quick Bites,"Vada, Masala Dosa, Kharabath, Filter Coffee, Kesari Bath, Idli Sambar",South Indian,150,Delivery,BTM
856,Andal Mess,Yes,No,3.9/5,92,JP Nagar,Quick Bites,"Coffee, Pav Bhaji, Masala Dosa, Vada Sambar","South Indian, North Indian, Fast Food",300,Delivery,BTM
857,Chung Wah Express,Yes,No,3.7/5,195,BTM,Quick Bites,"Paratha, Butter Naan, Thali, Tandoori Roti, Lassi",North Indian,400,Delivery,BTM
858,Shalimar,Yes,No,2.6/5,208,JP Nagar,Casual Dining,"Curd Rice, Pongal, Coffee, Thali, Noodles, Pav Bhaji, Masala Dosa","Chinese, South Indian, North Indian",650,Delivery,BTM
859,Cross Roads Cafe,Yes,No,4.2/5,1059,Koramangala 5th Block,Cafe,"Coffee, Burgers, Pasta, Sandwiches, Mudcake, Chicken Burger, Pizza","Cafe, Continental, Burger",800,Delivery,BTM
860,Bhavani Sri,Yes,Yes,4.1/5,400,Koramangala 5th Block,"Cafe, Bar","Veg Burger, Pork Ribs, Pizza, Chicken Sandwich, Steak, Burgers, Mushroom Soup","Cafe, Continental, Salad, Steak","1,200",Delivery,BTM
861,Tayabbs,Yes,Yes,4.1/5,294,JP Nagar,Casual Dining,"Khichda, Thali, Jowar Roti, Cucumber Juice, Brownie, Palak Soup, Buttermilk","Healthy Food, South Indian",500,Delivery,BTM
862,Pot Biryani,Yes,Yes,3.7/5,291,Koramangala 4th Block,Casual Dining,"Murgh Ghee Roast, Mutton Biryani, Buttermilk, Andhra Meal, Thali, Chilli Chicken, Prawn","Andhra, North Indian, Chinese, Biryani",750,Delivery,BTM
863,Plantain Leaf,Yes,Yes,4.4/5,191,Koramangala 3rd Block,Cafe,"Pizza, Healthy Breakfast, Salads, Frittata, Salad, Carrot Halwa, Potato Fries",Cafe,"1,000",Delivery,BTM
864,Green Pepper,Yes,No,3.4/5,301,HSR,"Takeaway, Delivery","Chicken Guntur, Pepper Chicken, Chicken Biryani, Raita","Biryani, North Indian, Chinese, Andhra",400,Delivery,BTM
865,Coast,Yes,No,3.8/5,149,Koramangala 5th Block,Casual Dining,"Chicken Kebab Biryani, Rolls, Raita","Biryani, Mughlai, Chinese",600,Delivery,BTM
866,Rannaghar,Yes,Yes,4.0/5,150,Koramangala 2nd Block,Casual Dining,"Breakfast Buffet, Sushi, Cheesecake, Gulab Jamun, Lunch Buffet, Fish, Noodles","Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese","1,100",Delivery,BTM
867,Mood For Food,Yes,No,4.1/5,1003,Koramangala 5th Block,Casual Dining,"Biryani, Tandoori Chicken, Panneer Butter Masala, Naan, Mutton Roganjosh, Lassi, Chicken Tikka Masala","North Indian, Mughlai, Chinese, Rolls",700,Delivery,BTM
868,The Biryanis,Yes,No,4.0/5,118,JP Nagar,Casual Dining,"Manchow Soup, Noodles, Dragon Rolls, Honey Chilli Potatoes, Spring Roll","Chinese, Thai",400,Delivery,BTM
869,Bekal,Yes,Yes,3.9/5,143,Jayanagar,Casual Dining,"Ghee Roast Paneer, Murgh Ghee Roast, Fish Fry, Neer Dosa, Appam, Sea Food, Chicken Sukha","Mangalorean, Seafood, South Indian","1,000",Delivery,BTM
870,Gurukrupa Paratha House,Yes,Yes,3.9/5,160,HSR,"Casual Dining, Lounge","Panna Cotta, Murgh Makhani, Pasta, Lemonade, Chicken Biryani, Kulcha, Naan","North Indian, Continental",900,Delivery,BTM
871,Red Chilliez,Yes,No,4.0/5,510,Koramangala 7th Block,Casual Dining,"Pork Ribs, Smoked Pork, Beef Pickle, Pork Meat, Wine, Pork Momo, Chilli Chicken","Chinese, Naga",750,Delivery,BTM
872,Sree Spicy Hub,Yes,No,3.9/5,315,Jayanagar,Quick Bites,"Vada Pav, Misal Pav, Sabudana Vada, Dabeli, Pav Bhaji, Sabudana Khichdi, Lassi","Street Food, Maharashtrian",300,Delivery,BTM
873,Malabar,Yes,No,4.1/5,988,Koramangala 6th Block,Cafe,"Mocktails, Pasta Alfredo, Nachos, Veggie Pizza, Chicken Steak, Hot Chocolate, Noodles","Cafe, Continental, Italian",600,Delivery,BTM
874,Aathurar,Yes,Yes,2.9/5,90,Bannerghatta Road,Casual Dining,Afghan Chicken,"North Indian, South Indian, Seafood, Biryani, Chinese",800,Delivery,BTM
875,Chakh Le Foods,Yes,Yes,4.4/5,345,Koramangala 5th Block,"Casual Dining, Bar","Beef Steak, Cocktails, Mojito, Paneer Ke Sholay, Caramel Custard, Prawn Ghee Roast, Beer","Chinese, Continental, North Indian, Burger, Pizza, Seafood","1,000",Delivery,BTM
876,Le Casse Cro????????????????????????????????te,Yes,Yes,4.1/5,553,Jayanagar,Casual Dining,"Pasta, Pizza, Nachos, Tiramisu, Peri Peri Fries, Mexican Bowl, Mocktails","Italian, Mexican",900,Delivery,BTM
877,Cafe Grill,Yes,No,3.9/5,201,BTM,Quick Bites,"Poha, Jalebi, Paratha, Bhindi Masala, Kachori, Puri Sabzi, Samosa","North Indian, Street Food",300,Delivery,BTM
878,Chandni Chowk 2 Bangalore,Yes,No,3.7/5,127,Ejipura,"Takeaway, Delivery","Burgers, Chicken Burger, Pasta, Chicken Pizza","Fast Food, Italian",300,Delivery,BTM
879,Motis Kitchen,Yes,Yes,3.8/5,499,HSR,"Cafe, Casual Dining","Latte, Sandwich, Falafel, Pasta, Pizza, Choco Brownie Shake, Waffles","Cafe, Continental, Beverages, Desserts",700,Delivery,BTM
880,No More Hungry,Yes,No,3.9/5,201,BTM,Quick Bites,"Poha, Jalebi, Paratha, Bhindi Masala, Kachori, Puri Sabzi, Samosa","North Indian, Street Food",300,Delivery,BTM
881,Bob's Restaurant,Yes,No,3.8/5,100,BTM,Cafe,"Burgers, Chicken Grill, Faluda, French Fries, Sandwich","Cafe, North Indian, Chinese",700,Delivery,BTM
882,Meat And Eat,Yes,No,4.4/5,358,Jayanagar,Dessert Parlor,"Pizza Waffles, Sandwich, Hot Chocolate, Fries, Marshmallow, Cheesecake, Nutella Shake","Desserts, Beverages",400,Delivery,BTM
883,Bun Maska Chai,Yes,No,3.6/5,72,Koramangala 6th Block,Quick Bites,"Chicken Nachos, Chicken Tacos, Rice Bowl",Mexican,200,Delivery,BTM
884,Roti Shotti,Yes,No,2.7/5,73,BTM,Casual Dining,"Shawarma, Chicken Grill, Biryani","Chinese, North Indian",600,Delivery,BTM
885,The Tao Terraces,Yes,No,3.0/5,57,JP Nagar,Casual Dining,"Rice, Noodles, Chop Suey","Chinese, Thai",650,Delivery,BTM
886,Ramji Chaiwale,Yes,No,3.6/5,71,BTM,Quick Bites,"Tandoori Chicken, Butter Naan, Kadai Paneer, Pepper Chicken","North Indian, Chinese, Kebab",350,Delivery,BTM
887,Desi Bytes,Yes,No,3.7/5,259,Koramangala 5th Block,Casual Dining,"Butter Kulcha, Rolls, Brownie, Mutton Biryani, Butter Chicken, Shawarma, Rumali Roti","Mughlai, Fast Food",750,Delivery,BTM
888,Stuffd,Yes,No,4.0/5,68,Koramangala 7th Block,Dessert Parlor,Waffles,Desserts,400,Delivery,BTM
889,BabaYaga's,Yes,Yes,4.1/5,1403,JP Nagar,"Casual Dining, Pub","Cocktails, Pasta, Hara Bhara Kebab, Peppy Paneer, Paneer Pizza, Peri Peri Prawn, Fiery Paneer","North Indian, Continental","1,100",Delivery,BTM
890,Chettayees,Yes,Yes,4.4/5,100,Koramangala 8th Block,Cafe,"Pasta, Salad, Noodles, Mousse, Fries, Mocktails, Pizza","Cafe, Continental, Beverages",700,Delivery,BTM
891,Khatta Meetha Teekha,Yes,Yes,4.1/5,845,JP Nagar,"Casual Dining, Bar","Cocktails, Cajun Chicken, Beer, Salads, Chilli Babycorn, Chicken Tacos, Murgh Platter","South American, Continental, Italian","1,100",Delivery,BTM
892,Kannur Food Point,Yes,No,2.9/5,62,Jayanagar,"Quick Bites, Cafe","Coffee, Cappuccino","Chinese, Fast Food, Cafe",650,Delivery,BTM
893,Sri Lakshmi Dhaba,Yes,No,3.3/5,94,Koramangala 5th Block,Quick Bites,"Whole Meat Shawarma, Jumbo Shawarma, Spicy Shawarma, Momos","Arabian, Fast Food",200,Delivery,BTM
894,Dr. Bubbles,Yes,No,3.5/5,74,Koramangala 6th Block,Casual Dining,"Firni, Roganjosh, Phirni, Tabakh Maaz, Wings",Kashmiri,600,Delivery,BTM
895,Energy Addaa,Yes,No,4.1/5,306,Koramangala 7th Block,Cafe,"Nachos, Fries, Pasta, Sizzler Brownie, Masala Chai, Pizza, Burgers","Cafe, Continental, Mexican",600,Delivery,BTM
896,Biryani Pot,Yes,Yes,4.1/5,151,Koramangala 6th Block,Quick Bites,"Peri Peri Chicken, Fries, Lemongrass Chicken, Margherita Pizza","Cafe, Chinese, Continental",600,Delivery,BTM
897,Bhukkhad Baba,Yes,Yes,3.9/5,202,HSR,Cafe,"Coffee, Tea, Pasta Alfredo, Chai, Burgers, White Sauce Pasta, French Fries","Cafe, North Indian, Fast Food",500,Delivery,BTM
898,House Of Kebabs,Yes,No,3.7/5,61,BTM,Quick Bites,Nutella Waffle,"Fast Food, Sandwich, Italian",450,Delivery,BTM
899,Dum Biryani Hub,Yes,No,3.0/5,61,BTM,Cafe,"Coffee, Sandwiches, Cappuccino",Cafe,650,Delivery,BTM
900,SL Vadapav,Yes,No,4.0/5,76,Koramangala 1st Block,Quick Bites,"Appam, Chicken Curry, Passion Fruit Juice, Crepe","Salad, Healthy Food, Street Food",300,Delivery,BTM
901,Magix's Parattha Roll,Yes,No,3.0/5,72,Koramangala 5th Block,Quick Bites,"Burgers, Zinger Burger","Burger, Fast Food, Beverages",600,Delivery,BTM
902,Ghee Biryanis,Yes,No,4.1/5,37,Koramangala 7th Block,"Dessert Parlor, Quick Bites","Waffles, Nutella Ice Cream, French Fries","Desserts, Fast Food",500,Delivery,BTM
903,Kedia's Fun Food,Yes,Yes,3.7/5,1014,Koramangala 6th Block,Bar,"Chicken Wings, Cocktails, Mocktails, Chilli Chicken, Noodles, Burgers, Spring Roll","Continental, Chinese","1,300",Delivery,BTM
904,Prasiddhi Food Corner,Yes,No,3.9/5,112,JP Nagar,Quick Bites,"Cheese Dosa, Tea, Pizza Dosa","Street Food, South Indian",200,Delivery,BTM
905,Delite Chaat House,Yes,No,3.8/5,34,HSR,"Quick Bites, Bakery",Cup Cake,"Bakery, Desserts, Italian, North Indian, Fast Food",350,Delivery,BTM
906,Taaza Mithai,Yes,No,3.8/5,213,Koramangala 6th Block,Casual Dining,"Enchiladas, Pasta, Cocktails, Peri Peri Chicken, Draught Beer, Hot Gulab Jamun, Fajita","Mexican, Continental, Italian, Chinese",700,Delivery,BTM
907,Tibetan Mother's Kitchen,Yes,No,3.8/5,47,Koramangala 5th Block,Cafe,Friendly Staff,"Cafe, Italian",600,Delivery,BTM
908,Makers of Milkshakes,Yes,No,3.8/5,172,Koramangala 5th Block,Casual Dining,"Jalebi, Chaat, Dal Makhani, Tandoori Roti","North Indian, South Indian, Chinese",400,Delivery,BTM
909,Tenzin Kitchen,Yes,Yes,NEW,0,JP Nagar,Casual Dining,"Soba Noodles, Pad Thai Noodle, Chicken Sandwich","Continental, Chinese, North Indian, Asian, Healthy Food, Fast Food",800,Delivery,BTM
910,Shakes Theory,Yes,No,4.1/5,956,JP Nagar,Casual Dining,"Filter Kaapi, Coffee, Egg Curry, Neer Dosa, Kadala Curry, Ghee Idli, Noodles","South Indian, Seafood, North Indian, Beverages",600,Delivery,BTM
911,Axomi - Taste of Assam,Yes,No,4.0/5,87,BTM,Beverage Shop,"Faluda, Fruit Salad, Fruit Lassi",Beverages,150,Delivery,BTM
912,Tapri By The Corner,Yes,No,3.8/5,187,JP Nagar,Cafe,"Barbecue Chicken Burger, Coffee, Ice Tea, Peri Peri Chicken, Pasta, Maggi, Nachos","Cafe, American, Continental, Italian",500,Delivery,BTM
913,Dwaraka Krishna,Yes,No,4.5 /5,1238,BTM,Delivery,"Healthy Breakfast, Salads, Date Pudding, Chicken Curry, Chicken Chettinad, Dal Makhani, Hakka Noodles","Healthy Food, North Indian, Biryani, Continental, Desserts",500,Desserts,BTM
914,Mystique Palate,Yes,No,4.0 /5,221,BTM,"Sweet Shop, Quick Bites","Chole Bhature, Chaat, Kulfi, Kachori, Pav Bhaji, Samosa, Barfi","Mithai, Street Food, Fast Food",200,Desserts,BTM
915,Wat-a-Burger!,Yes,No,4.0 /5,87,BTM,Beverage Shop,"Faluda, Fruit Salad, Fruit Lassi",Beverages,200,Desserts,BTM
916,Oogway Express,Yes,No,4.0 /5,71,BTM,Dessert Parlor,"Waffles, Red Velvet Waffle, Brownie Sundae, Nutella Waffle","Desserts, Beverages",300,Desserts,BTM
917,Pappu Chaiwalla,Yes,No,3.6 /5,223,BTM,"Sweet Shop, Quick Bites","Chaat, Chole Bhature, Thali, Rasmalai, Raj Kachori, Paratha, Pav Bhaji","Mithai, North Indian, Street Food, Chinese",400,Desserts,BTM
918,Mr. Singh Da Dhaba,Yes,No,3.3 /5,77,BTM,Bakery,German Chocolate,Bakery,400,Desserts,BTM
919,Eurasia Pasta and Barbeque by Little Italy,Yes,No,4.0 /5,30,BTM,Bakery,"Chocolate Decadence, Chocolate Fantasy, Pancakes, Pan Cake","Bakery, Desserts",500,Desserts,BTM
920,Krem,Yes,No,4.0 /5,207,BTM,"Cafe, Bakery","Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Donut, Brownie","Cafe, Bakery",500,Desserts,BTM
921,Kairali,Yes,Yes,4.0 /5,157,Koramangala 2nd Block,Casual Dining,"Breakfast Buffet, Sushi, Cheesecake, Gulab Jamun, Lunch Buffet, Fish, Noodles","Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese","1,100",Desserts,BTM
922,Bamey's Restro Cafe,Yes,No,4.3 /5,673,Jayanagar,Dessert Parlor,"Khara Bun, Mousse, Rich Chocolate Cake, Veg Puff, Chocolate Truffle, Banana Walnut Cake, Fruit Cake","Bakery, Desserts",500,Desserts,BTM
923,Canton,Yes,No,4.1 /5,71,JP Nagar,Cafe,"Sandwiches, Pasta, Pizza, Fries, Brownie Shake","Cafe, Sandwich, Burger",600,Desserts,BTM
924,Pure & Natural,Yes,No,4.5 /5,360,Koramangala 5th Block,"Dessert Parlor, Cafe","Pan Cake, Nutella Pancakes, Waffles","Desserts, Beverages, Cafe, Ice Cream",300,Desserts,BTM
925,Cravy Wings,Yes,No,4.1 /5,147,Koramangala 5th Block,Cafe,"Salads, Chicken Sandwich, Sandwiches, Cheesecake, Spaghetti Aglio Olio, Arugula Salad, Cheese Chilli Toast","Cafe, Healthy Food, Salad, Beverages, Desserts","1,200",Desserts,BTM
926,Friend's Cafe,Yes,No,4.2 /5,605,Koramangala 7th Block,Dessert Parlor,"Sandwich, Cheesecake, Rainbow Cake, Hot Chocolate, Coffee, Cup Cake, Macaroon","Desserts, Beverages",900,Desserts,BTM
927,Pancuzzi,Yes,No,4.2 /5,184,Koramangala 5th Block,Dessert Parlor,"Belgian Waffles, Chocolate Overload, Triple Chocolate, Belgian Chocolate Waffle, Chocolate Icecreams","Desserts, Beverages",350,Desserts,BTM
928,Paisa Vasool,Yes,Yes,4.2 /5,249,JP Nagar,"Casual Dining, Cafe","Burgers, Egg Salad, Pasta, Lasagne, Pancakes, Paneer Fingers, Lime Soda","Cafe, Asian, Burger, Continental, Italian, Salad",600,Desserts,BTM
929,Bhavani Chats N Juice,Yes,No,4.1 /5,70,Koramangala 7th Block,Dessert Parlor,Waffles,Desserts,400,Desserts,BTM
930,LIT Gastro Pub,Yes,No,4.1 /5,244,Koramangala 5th Block,Beverage Shop,"Chocolate Hazelnut, Red Velvet Shake, Thick Shakes, Mango Milkshake, Brownie Chocolate, Belgian Chocolate Milkshake, Oreo Shake","Beverages, Desserts, Ice Cream",400,Desserts,BTM
931,Blue Tokai Coffee Roasters,Yes,No,4.2 /5,449,Koramangala 7th Block,Dessert Parlor,"Donut, Coffee, Chocolate Dreamcake, Latte, Cookie Crunch, Hot Chocolate, Cappuccino","Desserts, Beverages",300,Desserts,BTM
932,Rooftop Cafe,Yes,No,4.2 /5,712,Koramangala 7th Block,Dessert Parlor,"Donut, Choco Bomb, Latte, Coffee, Hot Chocolate, Waffles, Chocolate Decadence","Bakery, Desserts, Beverages",450,Desserts,BTM
933,Gam's Delicacy,Yes,No,4.2 /5,346,Koramangala 5th Block,Dessert Parlor,"Chocolate Overdose, Death By Chocolate, Chocolate Icecreams, Brownie, Coffee, Hot Chocolate Fudge, Red Velvet","Desserts, Ice Cream, Beverages",500,Desserts,BTM
934,The House Of Paratha,Yes,No,4.0 /5,189,Koramangala 7th Block,"Bakery, Dessert Parlor","Donut, Chocolate Mousse, Chocolate Cake, Cheesecake, Chicken Wings","Bakery, Fast Food",500,Desserts,BTM
935,Ice Cream Works,Yes,No,4.1 /5,216,Koramangala 5th Block,Beverage Shop,"Faluda, Mango Lassi, Sweet Lassi, Malai Kulfi","Beverages, Ice Cream",200,Desserts,BTM
936,Sandwich Mama's And Frozen Monster,Yes,No,3.9 /5,72,Bannerghatta Road,Dessert Parlor,"Chocolate Truffle Cake, Cheesecake",Desserts,350,Desserts,BTM
937,Karahi Kitchen,Yes,No,4.2 /5,53,Koramangala 5th Block,Dessert Parlor,"Waffles, Pancakes, Oreo Waffle","Desserts, Beverages",400,Desserts,BTM
938,More Pizza,Yes,No,3.9 /5,82,Koramangala 7th Block,Dessert Parlor,"Waffles, Cheesecake, Chocolate Bomb, Belgium Chocolate, Ice Cream Sundae, Chocolate Sundae, Chocolate Icecreams","Ice Cream, Desserts",800,Desserts,BTM
939,1000 B.C,Yes,No,4.0 /5,100,Koramangala 7th Block,Dessert Parlor,"Chocolate Chip Cookie, Brownie Chocolate",Bakery,150,Desserts,BTM
940,The Coastal Crew by Fujian on 24th,Yes,No,3.9 /5,107,Bannerghatta Road,Dessert Parlor,"Brownie, Chocolate Devotion, Icecream Cake, Cotton Candy Ice Cream, Coffee, Strawberry Smoothie","Ice Cream, Desserts",400,Desserts,BTM
